host_is_superhost,host_listings_count,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
t,1.0,Hyde Park,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,83.0,95.0,30.0,1,0.0,1,t,12,29,57,328,61,f,moderate
f,1.0,Hyde Park,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,65.0,0.0,0.0,1,0.0,1,t,0,0,0,116,6,f,flexible
t,1.0,Hyde Park,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,119.0,0.0,0.0,2,10.0,2,t,21,51,81,349,181,f,moderate
f,1.0,North Loop,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,300.0,0.0,0.0,1,0.0,2,t,27,57,87,362,0,f,flexible
f,1.0,North Loop,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,280.0,0.0,100.0,8,15.0,2,t,30,56,86,361,2,f,flexible
f,1.0,North Loop,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,250.0,150.0,100.0,2,15.0,4,t,0,0,7,282,0,f,strict
f,1.0,North Loop,House,Entire home/apt,10,2.5,4.0,6.0,Real Bed,800.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,2.0,Hyde Park,Bungalow,Entire home/apt,2,1.0,0.0,2.0,Real Bed,125.0,150.0,75.0,1,0.0,2,t,0,0,0,241,6,f,flexible
f,1.0,Hyde Park,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,161.0,150.0,0.0,0,0.0,2,t,13,32,62,337,2,f,moderate
f,2.0,Hyde Park,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,175.0,200.0,0.0,0,0.0,1,t,0,0,0,218,2,f,moderate
f,1.0,Hyde Park,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,85.0,100.0,20.0,3,10.0,4,t,0,0,0,219,18,f,strict
f,1.0,Hyde Park,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,0.0,0.0,1,0.0,3,t,12,12,12,93,0,f,flexible
f,1.0,Hyde Park,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,599.0,500.0,100.0,6,50.0,3,t,0,19,49,324,1,f,moderate
f,1.0,Hancock,House,Entire home/apt,8,3.0,3.0,4.0,Real Bed,1500.0,1000.0,200.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,North Loop,House,Entire home/apt,10,4.0,6.0,6.0,Real Bed,750.0,0.0,0.0,1,0.0,7,t,30,60,90,365,0,f,moderate
t,2.0,Hyde Park,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,450.0,0.0,75.0,1,0.0,3,t,28,58,88,358,1,f,strict
f,1.0,Hyde Park,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,500.0,0.0,0.0,1,0.0,1,t,0,0,0,214,0,f,flexible
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,125.0,0.0,25.0,1,0.0,1,t,0,0,0,217,1,f,flexible
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,125.0,0.0,50.0,1,0.0,2,t,27,57,87,362,0,f,flexible
f,3.0,Hyde Park,House,Entire home/apt,12,3.0,4.0,7.0,Real Bed,325.0,0.0,130.0,7,25.0,4,t,0,0,0,196,1,f,flexible
f,1.0,Hyde Park,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,156.0,200.0,50.0,1,0.0,2,t,30,60,90,365,1,f,strict
f,1.0,Hyde Park,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,270.0,0.0,30.0,5,50.0,3,t,0,0,0,253,0,f,moderate
f,1.0,Hyde Park,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,100.0,450.0,45.0,1,0.0,2,t,7,23,23,256,11,f,moderate
f,1.0,North Loop,Apartment,Private room,6,1.0,1.0,2.0,Real Bed,300.0,0.0,0.0,1,0.0,2,t,0,0,0,24,0,f,flexible
f,1.0,Hyde Park,Loft,Entire home/apt,3,1.0,1.0,2.0,Real Bed,75.0,0.0,10.0,2,10.0,1,t,9,9,9,247,18,f,moderate
f,1.0,Hyde Park,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,249.0,0.0,0.0,4,50.0,1,t,29,59,89,364,1,f,flexible
f,1.0,Hyde Park,House,Entire home/apt,8,1.0,2.0,3.0,Real Bed,775.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Hyde Park,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,220.0,300.0,75.0,1,0.0,6,t,0,0,0,0,0,f,moderate
f,1.0,Hyde Park,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,1200.0,300.0,125.0,6,150.0,1,t,30,60,90,365,0,f,moderate
t,7.0,Hyde Park,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,119.0,200.0,60.0,4,20.0,3,t,21,44,74,349,30,f,super_strict_30
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,70.0,200.0,0.0,1,25.0,7,t,0,21,51,267,0,f,flexible
f,1.0,Highland,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,0.0,2,20.0,1,t,28,58,88,363,1,f,flexible
f,2.0,Hyde Park,Apartment,Shared room,1,1.0,1.0,1.0,Futon,55.0,0.0,0.0,1,0.0,1,t,29,59,89,364,0,f,flexible
t,1.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,59.0,0.0,20.0,1,0.0,1,t,0,16,46,136,53,f,flexible
f,1.0,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,34.0,0.0,0.0,1,6.0,1,t,8,27,27,27,0,f,moderate
f,1.0,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,200.0,100.0,30.0,1,0.0,2,t,29,59,89,364,0,f,flexible
f,1.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,0.0,0.0,1,0.0,1,t,0,0,0,231,6,f,strict
t,2.0,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,0.0,1,15.0,1,t,18,45,75,75,94,f,moderate
f,1.0,Hyde Park,Apartment,Shared room,2,1.0,1.0,1.0,Futon,75.0,0.0,0.0,1,0.0,1,t,30,60,90,365,2,f,flexible
t,7.0,Hyde Park,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,159.0,200.0,72.0,4,0.0,3,t,21,46,76,351,11,f,super_strict_30
f,1.0,Hancock,House,Private room,4,2.0,1.0,2.0,Real Bed,500.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,0.0,0.0,1,10.0,1,t,28,58,88,363,8,f,flexible
t,2.0,Hyde Park,House,Private room,2,2.0,1.0,3.0,Real Bed,120.0,0.0,75.0,1,18.0,1,t,0,20,50,325,28,f,strict
t,7.0,Hyde Park,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,159.0,200.0,60.0,4,0.0,3,t,0,0,26,301,15,f,super_strict_30
t,4.0,Hancock,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,113.0,200.0,60.0,1,0.0,2,t,12,42,72,347,7,f,strict
f,1.0,Hancock,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,69.0,0.0,0.0,1,0.0,1,t,0,0,0,146,7,t,strict
f,1.0,Hancock,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,0,0,0,236,1,f,flexible
t,7.0,Hyde Park,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,108.0,200.0,60.0,2,0.0,3,t,11,41,71,346,13,f,super_strict_30
f,1.0,Hyde Park,House,Private room,2,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
t,32.0,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,0.0,0.0,1,7.0,27,t,0,22,52,327,0,f,strict
f,1.0,Hyde Park,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,103.0,0.0,0.0,1,0.0,1,t,8,8,8,13,4,f,flexible
f,1.0,Hyde Park,House,Private room,2,2.0,1.0,1.0,Real Bed,90.0,0.0,0.0,1,0.0,1,t,25,55,85,360,3,f,flexible
f,1.0,Hancock,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,365.0,500.0,125.0,1,0.0,2,t,12,42,72,327,5,f,strict
f,339.0,Hancock,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,199.0,0.0,115.0,1,0.0,2,t,24,54,84,359,3,f,strict
f,1.0,North Loop,House,Private room,3,1.0,1.0,2.0,Real Bed,75.0,0.0,0.0,1,0.0,1,t,29,59,89,364,0,f,moderate
f,1.0,Hyde Park,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,2,50.0,3,t,0,0,0,235,0,f,strict
t,2.0,Hyde Park,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,225.0,500.0,80.0,4,25.0,2,t,0,0,30,300,8,f,strict
f,301.0,Hyde Park,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,599.0,0.0,125.0,1,0.0,2,t,16,30,60,335,1,f,strict
f,1.0,North Loop,House,Entire home/apt,10,3.0,4.0,6.0,Real Bed,450.0,500.0,150.0,10,50.0,2,t,14,22,27,302,0,f,flexible
f,2.0,North Loop,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,449.0,0.0,125.0,8,30.0,2,t,29,59,89,360,2,f,strict
f,1.0,Hyde Park,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,109.0,150.0,50.0,1,0.0,3,t,0,0,0,7,4,f,strict
f,1.0,Brentwood,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,110.0,0.0,40.0,1,15.0,1,t,0,0,0,0,1,f,flexible
f,1.0,Hancock,Other,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,0.0,0.0,1,0.0,2,t,0,3,33,308,2,f,moderate
t,1.0,Hancock,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,269.0,500.0,75.0,1,0.0,2,t,3,3,27,264,15,f,strict
f,1.0,North Loop,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,500.0,0.0,0.0,1,0.0,3,t,30,60,90,365,0,f,strict
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,350.0,0.0,0.0,1,0.0,1,t,0,0,0,0,0,f,strict
t,7.0,Hyde Park,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,139.0,200.0,60.0,4,25.0,3,t,24,47,77,352,20,f,super_strict_30
f,2.0,Brentwood,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,30.0,0.0,0.0,1,0.0,1,t,28,58,88,363,23,f,flexible
t,2.0,North Loop,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,299.0,500.0,0.0,4,50.0,1,t,0,0,0,58,0,f,moderate
f,1.0,North Loop,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,750.0,500.0,0.0,2,100.0,3,t,30,60,90,365,0,f,flexible
t,2.0,Hyde Park,House,Private room,4,2.0,1.0,3.0,Real Bed,52.0,0.0,75.0,1,18.0,1,t,0,19,49,324,6,f,strict
t,2.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,45.0,0.0,0.0,1,10.0,1,t,19,49,72,345,26,f,strict
f,14.0,North Loop,House,Entire home/apt,10,3.0,4.0,5.0,Real Bed,448.0,500.0,189.0,1,0.0,2,t,26,56,86,361,3,f,strict
f,1.0,North Loop,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,55.0,0.0,0.0,1,0.0,1,t,1,1,1,1,0,t,flexible
f,1.0,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,0.0,0.0,1,0.0,1,t,12,33,63,338,35,f,flexible
t,7.0,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,119.0,200.0,60.0,4,20.0,3,t,24,54,84,348,14,f,super_strict_30
f,1.0,North Loop,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,349.0,0.0,0.0,1,0.0,2,t,0,0,0,253,0,f,moderate
f,1.0,Hyde Park,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,500.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,North Loop,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,375.0,0.0,50.0,6,25.0,4,t,0,0,0,223,0,f,strict
f,1.0,Hancock,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,52.0,0.0,0.0,1,0.0,45,t,15,45,49,264,5,f,flexible
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,0.0,0.0,1,0.0,1,t,14,44,74,349,3,f,moderate
f,1.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,1,0.0,1,t,0,0,0,221,1,f,flexible
t,2.0,Hyde Park,House,Entire home/apt,10,2.0,3.0,6.0,Real Bed,400.0,500.0,100.0,4,50.0,3,t,30,60,90,365,14,f,strict
f,1.0,North Loop,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,400.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,45.0,0.0,20.0,1,0.0,6,t,0,0,0,56,0,f,flexible
f,1.0,Hyde Park,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,90.0,0.0,0.0,1,0.0,1,t,0,0,0,215,1,f,flexible
f,1.0,North Loop,House,Entire home/apt,6,3.5,3.0,3.0,Real Bed,390.0,500.0,115.0,1,0.0,2,t,8,16,46,321,0,f,strict
t,1.0,Hyde Park,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,79.0,0.0,25.0,2,20.0,2,t,2,2,2,2,16,t,moderate
f,1.0,Hyde Park,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,415.0,500.0,70.0,4,25.0,3,t,0,0,0,0,0,f,flexible
f,1.0,Hancock,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,200.0,45.0,2,0.0,2,t,20,50,80,355,25,f,moderate
f,2.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,0.0,0.0,1,0.0,1,t,0,0,0,15,0,f,flexible
f,1.0,Hancock,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,53.0,95.0,0.0,3,20.0,1,t,0,0,0,70,5,f,flexible
f,1.0,North Loop,House,Private room,1,1.0,1.0,1.0,Real Bed,50.0,0.0,0.0,1,0.0,1,t,0,0,0,252,4,f,moderate
f,1.0,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,125.0,0.0,50.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,2.0,North Loop,House,Private room,2,1.0,1.0,1.0,Real Bed,72.0,100.0,10.0,1,15.0,1,t,29,59,89,364,3,t,flexible
f,1.0,Hancock,House,Entire home/apt,5,1.0,2.0,1.0,Real Bed,399.0,200.0,200.0,1,0.0,1,t,30,60,90,365,0,f,moderate
t,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,120.0,0.0,30.0,2,25.0,2,t,16,39,69,335,47,f,strict
f,1.0,Hyde Park,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,350.0,1000.0,300.0,6,0.0,3,t,30,60,90,365,4,f,strict
f,1.0,Hyde Park,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,105.0,200.0,25.0,2,45.0,2,t,26,56,86,361,19,f,strict
f,1.0,Hyde Park,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,115.0,0.0,20.0,2,0.0,2,t,14,42,45,92,2,f,moderate
t,1.0,Hancock,Cabin,Private room,2,1.0,1.0,1.0,Real Bed,100.0,0.0,0.0,1,0.0,1,t,24,41,71,337,68,f,flexible
f,1.0,North Loop,House,Entire home/apt,6,3.0,4.0,4.0,Real Bed,1500.0,2500.0,200.0,1,0.0,4,t,30,60,90,365,0,t,strict
f,1.0,Hyde Park,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80.0,0.0,0.0,1,0.0,1,t,0,0,0,214,2,t,flexible
f,1.0,Hyde Park,Apartment,Shared room,2,1.0,1.0,1.0,Pull-out Sofa,40.0,0.0,0.0,1,0.0,1,t,0,0,0,167,0,f,flexible
f,2.0,Hyde Park,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,250.0,200.0,100.0,1,0.0,2,t,21,41,71,161,0,f,flexible
f,14.0,Hyde Park,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,295.0,500.0,134.0,1,0.0,2,t,13,22,35,294,1,f,strict
f,1.0,North Loop,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,425.0,0.0,0.0,1,0.0,1,t,0,0,0,236,0,f,flexible
f,1.0,Hancock,House,Entire home/apt,5,2.5,2.0,3.0,Real Bed,250.0,0.0,50.0,2,27.0,2,t,29,59,89,364,3,f,moderate
f,1.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,10.0,1,0.0,1,t,24,43,73,348,3,f,moderate
t,1.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,0.0,0.0,1,0.0,2,t,16,27,55,319,16,f,flexible
t,32.0,North Loop,House,Private room,2,1.0,1.0,2.0,Real Bed,30.0,0.0,0.0,1,5.0,27,t,30,60,90,365,0,f,strict
f,1.0,Hancock,House,Entire home/apt,2,1.0,0.0,1.0,Futon,85.0,100.0,20.0,2,75.0,1,t,12,38,68,343,21,f,strict
f,1.0,Brentwood,Apartment,Shared room,2,1.0,1.0,1.0,Airbed,40.0,0.0,0.0,1,0.0,1,t,0,0,12,12,3,f,strict
f,1.0,Hyde Park,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,350.0,500.0,50.0,4,0.0,3,t,30,60,90,365,0,f,strict
f,1.0,Hyde Park,House,Private room,4,1.0,1.0,2.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
t,1.0,North Loop,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,135.0,0.0,20.0,2,25.0,2,t,26,56,86,361,24,f,strict
f,1.0,Hyde Park,Cabin,Entire home/apt,2,1.0,1.0,1.0,Real Bed,108.0,0.0,10.0,2,0.0,1,t,13,43,73,348,39,f,flexible
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,350.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Hancock,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,0,0,0,223,1,f,flexible
f,1.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,0.0,0.0,1,0.0,1,t,26,56,86,361,0,f,flexible
t,1.0,North Loop,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,179.0,500.0,50.0,4,30.0,2,t,2,29,59,322,66,f,strict
f,1.0,Hancock,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,375.0,0.0,0.0,1,0.0,3,t,0,0,0,259,0,f,moderate
f,1.0,Hancock,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,300.0,0.0,0.0,1,0.0,3,t,30,60,90,365,2,f,moderate
t,1.0,Hyde Park,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,126.0,200.0,50.0,1,0.0,2,t,17,36,57,308,9,f,strict
f,1.0,Hyde Park,House,Private room,2,3.5,1.0,1.0,Real Bed,75.0,0.0,0.0,1,25.0,2,t,9,15,40,40,10,f,moderate
f,1.0,North Loop,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,225.0,0.0,50.0,2,50.0,1,t,30,60,90,365,0,f,moderate
f,1.0,Hancock,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,156.0,0.0,0.0,3,50.0,4,t,30,60,90,365,1,f,flexible
f,2.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,80.0,0.0,0.0,1,0.0,2,t,0,0,0,227,11,f,flexible
f,1.0,Hyde Park,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,100.0,0.0,60.0,2,10.0,1,t,0,0,0,233,2,f,moderate
f,1.0,North Loop,Bungalow,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,300.0,0.0,1,0.0,1,t,18,44,74,338,1,f,moderate
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Airbed,125.0,150.0,25.0,1,0.0,2,t,30,60,90,365,0,f,strict
f,1.0,Hyde Park,Apartment,Shared room,1,1.0,1.0,1.0,Couch,95.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
t,2.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,0.0,0.0,1,0.0,1,t,17,47,49,265,0,f,flexible
f,1.0,North Loop,House,Entire home/apt,3,1.0,1.0,3.0,Real Bed,75.0,0.0,30.0,1,0.0,2,t,10,40,70,70,18,t,strict
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,61.0,100.0,50.0,1,0.0,1,t,0,4,4,175,8,f,moderate
t,32.0,North Loop,House,Private room,2,1.0,1.0,2.0,Real Bed,40.0,0.0,0.0,1,7.0,27,t,30,60,90,365,0,f,moderate
t,32.0,North Loop,House,Private room,2,1.0,1.0,2.0,Real Bed,42.0,0.0,0.0,1,5.0,27,t,30,60,90,365,0,f,strict
f,2.0,North Loop,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,85.0,0.0,20.0,1,0.0,2,t,0,25,30,303,0,f,flexible
f,1.0,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,0,0,0,222,0,f,flexible
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99.0,0.0,0.0,1,0.0,2,t,0,0,0,148,0,f,flexible
f,1.0,Rosedale,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,300.0,0.0,0.0,1,0.0,1,t,30,60,90,365,1,f,flexible
f,1.0,Hyde Park,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
t,1.0,North Loop,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,107.0,0.0,40.0,2,15.0,1,t,21,51,79,164,32,f,moderate
f,1.0,Hyde Park,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,79.0,0.0,29.0,2,29.0,1,t,25,52,82,299,11,t,moderate
t,1.0,Hyde Park,House,Entire home/apt,9,1.0,3.0,4.0,Real Bed,155.0,0.0,0.0,4,10.0,1,t,27,57,87,348,14,f,strict
f,1.0,Hyde Park,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,45.0,0.0,0.0,1,0.0,6,t,24,54,84,359,3,f,moderate
f,1.0,Hyde Park,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,180.0,0.0,0.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,North Loop,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,119.0,0.0,25.0,1,0.0,1,t,29,59,89,364,3,t,flexible
t,7.0,Hyde Park,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,119.0,200.0,60.0,4,20.0,3,t,24,54,84,359,13,f,super_strict_30
f,1.0,Hyde Park,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,0,0,0,230,0,f,flexible
f,1.0,Hancock,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,217.0,250.0,70.0,4,15.0,1,t,29,59,89,364,5,f,moderate
f,2.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,0.0,0.0,1,0.0,2,t,30,60,90,365,0,f,flexible
f,1.0,Hancock,House,Private room,2,2.0,1.0,2.0,Real Bed,144.0,0.0,0.0,2,50.0,2,t,0,5,35,310,1,f,strict
f,4.0,North Loop,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,169.0,0.0,35.0,4,25.0,2,t,29,59,89,364,5,t,strict
f,1.0,Hancock,House,Entire home/apt,8,2.0,4.0,3.0,Real Bed,500.0,500.0,50.0,6,75.0,2,t,28,49,73,348,0,f,strict
t,1.0,Hyde Park,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,89.0,0.0,0.0,2,25.0,2,t,14,22,50,314,172,f,moderate
f,1.0,Hancock,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,49.0,0.0,0.0,1,0.0,1,t,6,26,33,33,0,f,flexible
t,1.0,Hancock,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,115.0,300.0,70.0,1,0.0,2,t,0,3,33,301,25,f,flexible
f,2.0,North Loop,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,150.0,0.0,80.0,1,0.0,2,t,0,12,42,317,10,f,flexible
f,1.0,Hyde Park,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,150.0,0.0,35.0,1,25.0,2,t,30,60,90,365,1,f,flexible
f,1.0,North Loop,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,480.0,0.0,0.0,1,0.0,2,t,30,60,90,365,0,f,flexible
f,1.0,Hancock,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,200.0,30.0,1,0.0,2,t,27,57,87,362,0,f,moderate
f,1.0,Wooten,House,Private room,4,1.0,1.0,2.0,Real Bed,200.0,0.0,0.0,1,0.0,1,t,0,0,0,226,0,f,flexible
f,339.0,Brentwood,House,Entire home/apt,7,2.0,3.0,4.0,Real Bed,160.0,0.0,135.0,1,0.0,2,t,21,51,81,356,1,f,strict
f,1.0,Wooten,Condominium,Private room,2,1.5,1.0,1.0,Real Bed,55.0,0.0,30.0,1,0.0,1,t,30,60,90,365,0,f,flexible
f,1.0,Brentwood,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,100.0,60.0,2,15.0,2,t,0,3,33,123,1,f,moderate
f,6.0,Wooten,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,99.0,250.0,87.0,1,0.0,2,t,22,52,61,117,6,f,strict
f,1.0,Wooten,House,Entire home/apt,8,2.0,3.0,2.0,Real Bed,750.0,1000.0,100.0,6,100.0,3,t,30,60,90,365,1,f,strict
t,3.0,Allendale,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,100.0,0.0,1,5.0,2,t,6,19,49,51,6,f,strict
f,1.0,Allendale,House,Private room,2,1.0,1.0,1.0,Airbed,45.0,0.0,20.0,1,20.0,2,t,0,0,0,175,3,f,flexible
f,1.0,Allendale,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,80.0,300.0,50.0,2,10.0,2,t,6,22,41,260,65,f,flexible
f,1.0,Wooten,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,45.0,0.0,12.0,1,0.0,1,t,8,19,23,81,7,f,moderate
f,1.0,Allendale,House,Entire home/apt,9,2.0,2.0,4.0,Real Bed,300.0,500.0,150.0,6,50.0,3,t,30,50,80,355,2,t,strict
